#step	#e_xz	#s_xz	#dW	#W	#We	#Wp	#dWp	#dWe	#Delta_Ep	#Delta_Ek	#Delta_U	#Delta_T	#Delta_Q	#Delta_Etot	#Delta_Ttally	#dQ	#dU	#Beta_0_diff	#Beta_0_int	#Beta_1_diff	#Beta_1_int
121000	0.06049899999999997	0.889627	444813.50000000035	3.950971411089995e7	1.400692593968481e7	2.5502788171215154e7	480809.7992228009	-35996.29922280088	1.8258931213382516e7	84271.9902156116	1.8329157871895526e7	0.06999999999999318	167600.05079998367	1.8329157871895526e7	0.06999999999999318	179571.48300010888	0.0	0.37347716974648815	0.00657183244729111	1.2986111847333153	0.8370910720224685
122000	0.06099899999999997	0.888468	444234.0000000004	3.995394811089995e7	1.397890798442387e7	2.5975040126476094e7	472251.9552609399	-28017.955260939896	1.8258931213382516e7	-21067.9975539029	1.822381788412601e7	-0.016000000000019554	-38308.58304004682	1.822381788412601e7	-0.016000000000019554	-205908.6338400305	-105339.98776951432	-0.4360143595938252	-0.001474822862775841	0.7277161059917553	0.8351025268147191
123000	0.06149899999999997	0.887472	443736.0000000004	4.039768411089995e7	1.3949058401015135e7	2.644862570988483e7	473585.5834087357	-29849.583408735693	1.822381788412601e7	136941.98410036886	1.836427120115203e7	0.11199999999996635	268160.0812799194	1.836427120115203e7	0.11199999999996635	306468.6643199662	140453.3170260191	0.6471241419852586	0.0101389041616517	1.2875209226284479	0.843203470594426
124000	0.06199899999999997	0.887188	443594.0000000004	4.084127811089995e7	1.395383351687511e7	2.6887444594024856e7	438818.8841400258	4775.115859976038	1.8399384530408535e7	21067.9975539029	1.8399384530408535e7	0.018999999999948614	45491.442359876964	1.8399384530408535e7	0.018999999999948614	-222668.63892004246	35113.329256504774	-0.5074272028115124	0.0016919213799137475	0.42343672649275177	0.8363526308427479
125000	0.06249899999999997	0.887265	443632.5000000004	4.128491061089995e7	1.3949621797039926e7	2.733528881386004e7	447844.2198351845	-4211.7198351845145	1.8399384530408535e7	17556.66462825242	1.8399384530408535e7	0.016999999999995907	40702.8694799902	1.8399384530408535e7	0.016999999999995907	-4788.572879886764	0.0	-0.010692496783031058	0.0014890228435908196	0.9799030727283171	0.8387044712089138
126000	0.06299899999999997	0.887788	443894.0000000004	4.172880461089995e7	1.3963171529258652e7	2.7765633081641316e7	430344.26778127626	13549.732218725607	1.8399384530408535e7	7022.665851300968	1.8399384530408535e7	0.007999999999981355	19154.291519955357	1.8399384530408535e7	0.007999999999981355	-21548.577960034843	0.0	-0.05007288251132689	0.0006898561060586876	0.981412914403278	0.8409163336329437
127000	0.06349899999999997	0.888346	444173.0000000004	4.217297761089995e7	1.3976765614443798e7	2.819621199645617e7	430578.9148148522	13594.08518514596	1.836427120115203e7	-70226.65851300968	1.829404454263902e7	-0.05700000000001637	-136474.3270800392	1.829404454263902e7	-0.05700000000001637	-155628.61859999454	-105339.98776951432	-0.36144040789111664	-0.004840165306502587	0.9147785820838142	0.8420442697822307
128000	0.06399899999999997	0.888315	444157.50000000035	4.261713511089995e7	1.3967340511289936e7	2.864979459961003e7	453582.60315386206	-9425.10315386206	1.8399384530408535e7	14045.331702601936	1.8399384530408535e7	0.012000000000000455	28731.43728000109	1.8399384530408535e7	0.012000000000000455	165205.76436004028	105339.98776951432	0.36422420792007315	0.0010028496776864212	1.1112050442101142	0.8463056142853278
129000	0.06449899999999997	0.888239	444119.50000000035	4.306125461089995e7	1.395607053564938e7	2.910518407525059e7	455389.4756405577	-11269.975640555844	1.843449785966504e7	-73737.99143866016	1.8329157871895526e7	-0.05700000000001637	-136474.3270800392	1.8329157871895526e7	-0.05700000000001637	-165205.76436004028	-70226.65851300955	-0.3627790566034917	-0.004689004086941655	0.7666852503823567	0.8450598473568541
130000	0.06499899999999997	0.887657	443828.5000000004	4.350508311089995e7	1.3931356555639328e7	2.957372655526064e7	468542.4800100513	-24713.98001005128	1.843449785966504e7	17556.66462825242	1.8399384530408535e7	0.013999999999953161	33520.010159887854	1.8399384530408535e7	0.013999999999953161	169994.33723992703	70226.65851300955	0.36281520778282533	0.0011334388345429953	1.160185472863114	0.8500524458315011
131000	0.06549899999999997	0.888385	444192.5000000004	4.394927561089995e7	1.3954197611482577e7	2.999507799941739e7	421351.44415675104	22841.055843248963	1.8469611188921545e7	7022.665851300968	1.8469611188921545e7	0.005999999999971806	14365.718639932495	1.8469611188921545e7	0.005999999999971806	-19154.29151995536	70226.65851300955	-0.04545918089420286	0.00047893586541803714	0.8420798240697098	0.8499404516005439
132000	0.06599899999999997	0.888209	444104.5000000004	4.439338011089995e7	1.3942758238604777e7	3.0450621872295193e7	455543.8728778027	-11439.372877800837	1.8539837847434554e7	3511.332925650484	1.850472451817805e7	0.002999999999985903	7182.859319966247	1.850472451817805e7	0.002999999999985903	-7182.859319966247	35113.329256504774	-0.015767656525792	0.00023588547222746242	0.882040864440106	0.8504206764855147
133000	0.06649899999999997	0.887528	443764.0000000004	4.483714411089995e7	1.3918202669815069e7	3.09189414410849e7	468319.56878970563	-24555.568789707497	1.8539837847434554e7	49158.660959106775	1.857495117669106e7	0.04199999999997317	100560.03047993575	1.857495117669106e7	0.04199999999997317	93377.17115996951	70226.65851300955	0.19938772022977247	0.003252376239062059	0.9969997919446786	0.8526408646596866
134000	0.06699899999999998	0.887014	443507.00000000035	4.5280651110899955e7	1.3897338203624085e7	3.1383312907275885e7	464371.46619098634	-20864.466190984473	1.8715404493717078e7	-63203.992661708704	1.864517783520407e7	-0.049000000000035016	-117320.03556008384	1.864517783520407e7	-0.049000000000035016	-217880.0660400196	70226.65851300955	-0.46919348388733695	-0.0037382935290073993	0.3346464775746143	0.8449762240999059
135000	0.06749899999999998	0.887149	443574.50000000035	4.5724225610899955e7	1.3886929495569164e7	3.1837296115330808e7	453983.2080549225	-10408.708054920658	1.8610064505947564e7	59692.659736058224	1.864517783520407e7	0.04899999999997817	117320.03555994773	1.864517783520407e7	0.04899999999997817	234640.0711200316	0.0	0.5168474669478194	0.003684987416486474	1.4939199492109487	0.8542298225558111
136000	0.06799899999999998	0.886894	443447.00000000035	4.6167672610899955e7	1.3872823233112901e7	3.229484937778707e7	457553.2624562606	-14106.262456262484	1.857495117669106e7	56181.32681040774	1.8610064505947564e7	0.04699999999996862	112531.46267992487	1.8610064505947564e7	0.04699999999996862	-4788.572880022868	-35113.329256504774	-0.010465607554225728	0.0034845018585943884	1.035446133272342	0.8567972943284359
137000	0.06849899999999998	0.885914	442957.0000000004	4.6610629610899955e7	1.383590294622507e7	3.27747266646749e7	479877.286887832	-36920.286887831986	1.8469611188921545e7	112362.65362081549	1.8539837847434554e7	0.09199999999998454	220274.35247996298	1.8539837847434554e7	0.09199999999998454	107742.88980003812	-70226.65851300955	0.2245217532565201	0.0067208600924009545	1.293927771284964	0.8631976219175588
138000	0.06899899999999998	0.884472	442236.0000000004	4.7052865610899955e7	1.3794247083202304e7	3.3258618527697667e7	483891.863022767	-41655.863022765145	1.8399384530408535e7	-24579.330479553388	1.836427120115203e7	-0.016999999999995907	-40702.8694799902	1.836427120115203e7	-0.016999999999995907	-260977.2219599532	-175566.64628252387	-0.5393296351992476	-0.0012238292292896347	0.7374073663763674	0.8613674532635829
139000	0.06949899999999998	0.88341	441705.0000000004	4.7494570610899955e7	1.3763263300111044e7	3.373130731078893e7	472688.783091262	-30983.78309126012	1.829404454263902e7	17556.66462825242	1.829404454263902e7	0.01599999999996271	38308.583039910714	1.829404454263902e7	0.01599999999996271	79011.45251990092	-70226.65851300955	0.16715322077919118	0.0011356981419945662	1.2501737552736025	0.8668159339898708
140000	0.06999899999999998	0.883388	441694.00000000035	4.7936264610899955e7	1.37636484144816e7	3.4172616196418375e7	441308.8856294453	385.11437055654824	1.836427120115203e7	-56181.32681040774	1.829404454263902e7	-0.04600000000004911	-110137.17624011758	1.829404454263902e7	-0.04600000000004911	-148445.7592800283	0.0	-0.33637609419148207	-0.003222965886107984	0.6644965697930811	0.8642031596959231
141000	0.07049899999999998	0.883744	441872.0000000004	4.8378136610899955e7	1.3780709186137363e7	3.459742742476261e7	424811.22834423184	17060.771655762568	1.8329157871895526e7	56181.32681040774	1.836427120115203e7	0.04599999999999227	110137.17623998149	1.836427120115203e7	0.04599999999999227	220274.35248009907	70226.65851300955	0.5185229056648356	0.0031833920738613187	1.3933711127979913	0.8707006511249187
142000	0.07099899999999998	0.88288	441440.0000000004	4.8819576610899955e7	1.3761773086192854e7	3.5057803524707116e7	460376.09994450957	-18936.099944509566	1.822381788412601e7	49158.660959106775	1.8258931213382516e7	0.04199999999997317	100560.03047993575	1.8258931213382516e7	0.04199999999997317	-9577.145760045736	-105339.98776951432	-0.02080287347931419	0.0028684064707324205	1.1668782156028934	0.8745900297601016
143000	0.07149899999999998	0.882737	441368.50000000035	4.9260945110899955e7	1.3768990887078438e7	3.5491954223821536e7	434150.6991144195	7217.800885584205	1.836427120115203e7	-105339.98776951451	1.822381788412601e7	-0.08300000000002683	-198725.77452006424	1.822381788412601e7	-0.08300000000002683	-299285.805	-35113.329256504774	-0.6893592607601072	-0.005599178148006379	0.40814404910081437	0.8688842901627474
144000	0.07199899999999998	0.882011	441005.5000000004	4.9701950610899955e7	1.3748036788630284e7	3.595391382226969e7	461959.5984481573	-20954.098448153585	1.829404454263902e7	38624.66218215532	1.8329157871895526e7	0.03299999999995862	79011.45251990092	1.8329157871895526e7	0.03299999999995862	277737.22703996516	105339.98776951432	0.6012154049249261	0.00219757584418978	1.3278276743919473	0.8747810974626982
145000	0.07249899999999998	0.880824	440412.0000000004	5.0142362610899955e7	1.3720427474495588e7	3.642193513640439e7	468021.31413469464	-27609.3141346965	1.829404454263902e7	10533.99877695145	1.829404454263902e7	0.009999999999990905	23942.864399978225	1.829404454263902e7	0.009999999999990905	-55068.5881199227	-35113.329256504774	-0.11766256462429868	0.0006573748569456678	0.898370925507838	0.8750842263953194
146000	0.07299899999999998	0.880143	440071.5000000004	5.0582434110899955e7	1.3705146144350024e7	3.687728796654995e7	455352.8301455602	-15281.33014556393	1.836427120115203e7	52669.993884757256	1.8399384530408535e7	0.04499999999995907	107742.88979990201	1.8399384530408535e7	0.04499999999995907	83800.02539992379	105339.98776951432	0.18403317131714297	0.0029216598004070064	0.9191367878324508	0.8756281779609484
147000	0.07349899999999998	0.880582	440291.00000000035	5.1022725110899955e7	1.3736804947378408e7	3.7285920163521565e7	408632.19697161764	31658.803028384224	1.843449785966504e7	87783.3231412621	1.850472451817805e7	0.07299999999997908	174782.9101199499	1.850472451817805e7	0.07299999999997908	67040.02032004789	105339.98776951432	0.1640595646081806	0.004687638372699934	0.9837478190159756	0.8768131069171425
148000	0.07399899999999998	0.879891	439945.5000000004	5.1462670610899955e7	1.3729879350620057e7	3.7732791260279916e7	446871.09675835073	-6925.59675835073	1.836427120115203e7	77249.32436431064	1.843449785966504e7	0.06599999999997408	158022.90503993793	1.843449785966504e7	0.06599999999997408	-16760.005080011964	-70226.65851300955	-0.037505234063224896	0.0041879463395617786	1.1041487288219365	0.8795054526275903
149000	0.07449899999999998	0.878636	439318.0000000004	5.1901988610899955e7	1.3708414579740223e7	3.819357403115975e7	460782.7708798349	-21464.77087983489	1.8399384530408535e7	-24579.330479553388	1.836427120115203e7	-0.020000000000038654	-47885.72880009255	1.836427120115203e7	-0.020000000000038654	-205908.63384003047	-70226.65851300955	-0.4468670420268997	-0.001253764016979023	0.6589569833377358	0.876844666425446
150000	0.07499899999999998	0.877113	438556.5000000004	5.2340545110899955e7	1.3678284953527454e7	3.866226015737252e7	468686.12621276826	-30129.626212768257	1.8258931213382516e7	28090.66340520387	1.829404454263902e7	0.02400000000000091	57462.87456000218	1.829404454263902e7	0.02400000000000091	105348.60336009473	-70226.65851300955	0.22477431583342813	0.0014862782032427186	1.3103263090708779	0.8820995799004694
151000	0.07549899999999998	0.876577	438288.5000000004	5.2778833610899955e7	1.3679132115209037e7	3.909970149569094e7	437441.33831842244	847.1616815831512	1.8329157871895526e7	21067.9975539029	1.8329157871895526e7	0.01799999999997226	43097.15591993358	1.8329157871895526e7	0.01799999999997226	-14365.718640068597	35113.329256504774	-0.032840331678053475	0.0011022374665618148	0.8888264963664909	0.8821748395886277
152000	0.07599899999999998	0.875653	437826.5000000004	5.3216660110899955e7	1.3676524633133411e7	3.9540135477766566e7	440433.98207562417	-2607.4820756260306	1.8399384530408535e7	73737.99143866016	1.843449785966504e7	0.06199999999995498	148445.7592798922	1.843449785966504e7	0.06199999999995498	105348.60335995862	105339.98776951432	0.2391927227401583	0.003754305782876321	0.9940993052513021	0.8834215560580546
153000	0.07649899999999998	0.875276	437638.0000000004	5.3654298110899955e7	1.3697218151190927e7	3.995707995970905e7	416944.4819424823	20693.518057515845	1.836427120115203e7	77249.32436431064	1.843449785966504e7	0.06499999999999773	155628.61859999454	1.843449785966504e7	0.06499999999999773	7182.859320102347	0.0	0.017227375900595865	0.003894894690926453	1.06685872720451	0.885335687830691
154000	0.07699899999999998	0.874871	437435.50000000035	5.4091733610899955e7	1.3708437617552284e7	4.038329599334769e7	426216.03363864124	11219.4663613569	1.8469611188921545e7	7022.665851300968	1.8469611188921545e7	0.006999999999948159	16760.00507987588	1.8469611188921545e7	0.006999999999948159	-138868.61352011867	35113.329256504774	-0.32581743191260526	0.0004150232086711481	0.6181221174957922	0.8825154448247382
155000	0.07749899999999998	0.874324	437162.0000000004	5.4528895610899955e7	1.3703838812037662e7	4.0825056798862316e7	441760.8055146262	-4598.80551462248	1.8469611188921545e7	45647.32803345629	1.850472451817805e7	0.03699999999997772	88588.59827994664	1.850472451817805e7	0.03699999999997772	71828.59320007077	35113.329256504774	0.16259612057795517	0.00216995652244666	1.072701013824732	0.8845734096322981
156000	0.07799899999999999	0.873551	436775.50000000035	5.4965671110899955e7	1.3695636144264845e7	4.127003496663513e7	444978.16777281463	-8202.667772816494	1.836427120115203e7	35113.32925650484	1.8399384530408535e7	0.03099999999994907	74222.87963987805	1.8399384530408535e7	0.03099999999994907	-14365.71864006859	-105339.98776951432	-0.03228409769398634	0.0017984690272223839	1.1860127245588565	0.8878235622953418
157000	0.07849899999999999	0.873626	436813.0000000004	5.5402484110899955e7	1.3708103746751139e7	4.169438036414884e7	424345.39751370996	12467.602486293763	1.8399384530408535e7	-24579.330479553388	1.836427120115203e7	-0.018000000000029104	-43097.15592006968	1.836427120115203e7	-0.018000000000029104	-117320.03555994773	-35113.329256504774	-0.27647297754927885	-0.0010336442355940855	0.8356548598717958	0.8872926142737055
158000	0.07899899999999999	0.87158	435790.0000000004	5.5838274110899955e7	1.3657588336186126e7	4.218068577471385e7	486305.4105650112	-50515.410565013066	1.8399384530408535e7	42135.9951078058	1.8399384530408535e7	0.036000000000001364	86194.31184000327	1.8399384530408535e7	0.036000000000001364	129291.46776007295	35113.329256504774	0.26586475278952043	0.0020434544924272987	1.0897845818491425	0.889627164734877
159000	0.07949899999999999	0.869415	434707.5000000004	5.6272981610899955e7	1.3600843152016936e7	4.267213845888304e7	491452.68416918814	-56745.184169190004	1.8399384530408535e7	17556.66462825242	1.8399384530408535e7	0.01599999999996271	38308.583039910714	1.8399384530408535e7	0.01599999999996271	-47885.728800092555	0.0	-0.09743710909025649	0.0008977422839219353	0.7870987048403988	0.8884463500712898
160000	0.07999899999999999	0.868903	434451.50000000035	5.6707433110899955e7	1.3596704261121677e7	4.31107288497783e7	438590.39089526236	-4138.890895258635	1.8469611188921545e7	17556.66462825242	1.8469611188921545e7	0.01599999999996271	38308.583039910714	1.8469611188921545e7	0.01599999999996271	0.0	70226.65851300955	0.0	0.0008886090321831271	0.8304441890382704	0.8878562605237694
161000	0.08049899999999999	0.869074	434537.0000000004	5.7141970110899955e7	1.3617343604707718e7	4.352462650619226e7	413897.6564139575	20639.34358604066	1.857495117669106e7	-49158.660959106775	1.850472451817805e7	-0.03900000000004411	-93377.17116010562	1.850472451817805e7	-0.03900000000004411	-131685.75420001632	35113.329256504774	-0.31816018322247164	-0.0021453870752186884	0.6468698539227785	0.8855645990684877
162000	0.08099899999999999	0.869609	434804.5000000004	5.7576774610899955e7	1.3630525151419992e7	4.394624945947999e7	421622.95328772813	13181.546712273732	1.857495117669106e7	66715.32558735918	1.864517783520407e7	0.055999999999983174	134080.0406399597	1.864517783520407e7	0.055999999999983174	227457.21180006533	140453.3170260191	0.5394801445851116	0.003051000763184269	1.2376185658420509	0.8889422259425306
163000	0.08149899999999999	0.87026	435130.0000000004	5.8011904610899955e7	1.3643341487876924e7	4.436856312302305e7	422313.6635430604	12816.336456932127	1.850472451817805e7	108851.32069516499	1.8610064505947564e7	0.08899999999999864	213091.49315999672	1.8610064505947564e7	0.08899999999999864	79011.45252003701	-35113.329256504774	0.18709186877156475	0.004802758488462805	1.300584918727193	0.8928603680103411
164000	0.08199899999999999	0.870025	435012.5000000004	5.8446917110899955e7	1.3649674408288945e7	4.479724270261103e7	428679.5795879811	6332.920412020758	1.864517783520407e7	-21067.9975539029	1.8610064505947564e7	-0.016000000000019554	-38308.58304004682	1.8610064505947564e7	-0.016000000000019554	-251400.07620004355	0.0	-0.5864521852001277	-0.0008551549320649144	0.4283209010712258	0.8884150367494088
165000	0.08249899999999999	0.870842	435421.0000000004	5.8882338110899955e7	1.3673270795279725e7	4.520906731562025e7	411824.61300922185	23596.38699078001	1.850472451817805e7	87783.3231412621	1.857495117669106e7	0.07200000000000273	172388.62368000654	1.857495117669106e7	0.07200000000000273	210697.20672005336	-35113.329256504774	0.5116187815499393	0.0038131426706174117	1.6541787801335355	0.8953906364686868
166000	0.08299899999999999	0.870423	435211.50000000035	5.9317549610899955e7	1.3667273389356343e7	4.565027622154363e7	441208.90592338145	-5997.405923381448	1.864517783520407e7	112362.65362081549	1.8750517822973583e7	0.09299999999996089	222668.63891990637	1.8750517822973583e7	0.09299999999996089	50280.01523989983	175566.64628252387	0.1139596562192497	0.00487770627803612	0.7024447258351496	0.8935258185271726
167000	0.08349899999999999	0.869733	434866.5000000004	5.9752416110899955e7	1.3657853094726605e7	4.609456301617337e7	444286.79462973773	-9420.294629737735	1.8539837847434554e7	105339.98776951451	1.8610064505947564e7	0.08799999999996544	210697.20671991725	1.8610064505947564e7	0.08799999999996544	-11971.432199989125	-140453.3170260191	-0.026945280266468297	0.004570977419744475	1.2679836349750535	0.8971350655209083
168000	0.08399899999999999	0.870078	435039.0000000004	6.0187455110899955e7	1.3675316205711324e7	4.651213890518865e7	417575.8890152797	17463.110984718427	1.8715404493717078e7	38624.66218215532	1.8715404493717078e7	0.033999999999991815	81405.7389599804	1.8715404493717078e7	0.033999999999991815	-129291.46775993684	105339.98776951432	-0.30962388193635837	0.0017502041590888697	0.4799308335142256	0.8933894964677144
169000	0.08449899999999999	0.870197	435098.50000000035	6.0622553610899955e7	1.3677736031637967e7	4.694481757926201e7	432678.67407336086	2419.825926642865	1.864517783520407e7	42135.9951078058	1.8680291164460573e7	0.03499999999996817	83800.02539992378	1.8680291164460573e7	0.03499999999996817	2394.2864399433747	-35113.329256504774	0.00553363635282247	0.0017850751099082478	1.0922796615955268	0.8952226175100624
170000	0.08499899999999999	0.870727	435363.5000000004	6.1057917110899955e7	1.3696675287546672e7	4.7361241823353305e7	416424.2440912947	18939.255908705294	1.8785631152230088e7	98317.32191821355	1.8855857810743097e7	0.08199999999999363	196331.48807998476	1.8855857810743097e7	0.08199999999999363	112531.46268006098	175566.64628252387	0.2702327356699005	0.004145404143165348	0.8941081641632512	0.8952128186666484
171000	0.08549899999999999	0.870925	435462.50000000035	6.1493379610899955e7	1.3706483086111063e7	4.7786896524788916e7	425654.70143561065	9807.79856439121	1.8926084469256107e7	49158.660959106775	1.896119779851261e7	0.03999999999996362	95771.4575999129	1.896119779851261e7	0.03999999999996362	-100560.03048007186	105339.98776951432	-0.23624790268006404	0.002004136375548735	0.539316213297228	0.8920427223783932
172000	0.08599899999999999	0.87149	435745.0000000004	6.1929124610899955e7	1.3704618966734136e7	4.822450564416584e7	437609.1193769276	-1864.1193769276142	1.8610064505947564e7	84271.9902156116	1.8680291164460573e7	0.06899999999995998	165205.7643599042	1.8680291164460573e7	0.06899999999995998	69434.30675999129	-280906.6340520382	0.15866741273320029	0.003425763772031339	1.7963198343107356	0.9002485070793359
173000	0.08649899999999999	0.871212	435606.0000000004	6.2364730610899955e7	1.3692592252479268e7	4.8672138358420715e7	447632.714254871	-12026.714254867285	1.8715404493717078e7	3511.332925650484	1.8715404493717078e7	0.0049999999999954525	11971.432199989113	1.8715404493717078e7	0.0049999999999954525	-153234.33215991507	35113.329256504774	-0.3423215669457689	0.00024596067901992946	0.5523687851884773	0.8970490926012314
174000	0.08699899999999999	0.871632	435816.0000000004	6.2800546610899955e7	1.3712392295241963e7	4.908815431565802e7	416015.95723730326	19800.04276269488	1.8750517822973583e7	0.0	1.8750517822973583e7	0.0019999999999527063	4788.572879886765	1.8750517822973583e7	0.0019999999999527063	-7182.859320102348	35113.329256504774	-0.01726582645483743	9.755047723110905e-5	0.9459248006655667	0.8974633081031076
175000	0.087499	0.871996	435998.00000000035	6.3236544610899955e7	1.3731284287564399e7	4.950526032333557e7	417106.0076775551	18891.992322435603	1.8890971139999602e7	59692.659736058224	1.8926084469256107e7	0.049999999999954525	119714.32199989112	1.8926084469256107e7	0.049999999999954525	114925.74912000436	175566.64628252387	0.2755312726371662	0.002418214169928538	0.8999081670567594	0.8974839072344086
176000	0.087999	0.873122	436561.00000000035	6.3673105610899955e7	1.3767869918488447e7	4.990523569241153e7	399975.36907595396	36585.6309240479	1.8820744481486592e7	45647.32803345629	1.8855857810743097e7	0.03799999999995407	90982.88471989003	1.8855857810743097e7	0.03799999999995407	-28731.43728000109	-70226.65851300955	-0.07183301648393525	0.0018231130152487121	1.1952141511549654	0.8998701250839981
177000	0.088499	0.874027	437013.50000000035	6.4110119110899955e7	1.380088183405763e7	5.030923727684235e7	404001.58443082124	33011.915569182485	1.8926084469256107e7	-21067.9975539029	1.8890971139999602e7	-0.016000000000019554	-38308.58304004682	1.8890971139999602e7	-0.016000000000019554	-129291.46775993684	35113.329256504774	-0.32002713044328646	-0.0007614622107912674	0.6747713709282295	0.8980624997202521
178000	0.088999	0.875338	437669.00000000035	6.4547788110899955e7	1.384364842321914e7	5.070413968768084e7	394902.4108384922	42766.58916151151	1.8996311127769116e7	10533.99877695145	1.8996311127769116e7	0.010999999999967258	26337.150839921607	1.8996311127769116e7	0.010999999999967258	64645.73387996842	105339.98776951432	0.16370052981623182	0.0005194280191351027	1.0052477149166181	0.8988972974339696
179000	0.089499	0.876646	438323.0000000004	6.4986111110899955e7	1.38815551427195e7	5.110455596818048e7	400416.2804996371	37906.71950035915	1.8996311127769116e7	-140453.31702601936	1.8820744481486592e7	-0.11299999999999955	-270554.36771999893	1.8820744481486592e7	-0.11299999999999955	-296891.51855992054	-175566.64628252387	-0.7414571610061934	-0.005294134008100095	0.7916714258647305	0.8980571573749537
180000	0.089999	0.876629	438314.50000000035	6.5424425610899955e7	1.3888426266461065e7	5.153599934443891e7	431443.37625843287	6871.123741565272	1.8996311127769116e7	-28090.66340520387	1.896119779851261e7	-0.023000000000024556	-55068.58812005879	1.896119779851261e7	-0.023000000000024556	215485.77959994014	140453.3170260191	0.49945321091420586	-0.0010685460420008538	1.1898362353497494	0.9004998411712194
181000	0.090499	0.876224	438112.00000000035	6.5862537610899955e7	1.3880308811025321e7	5.198222879987466e7	446229.45543575287	-8117.455435743555	1.9031424457025625e7	-108851.32069516499	1.8890971139999602e7	-0.08899999999999864	-213091.49315999672	1.8890971139999602e7	-0.08899999999999864	-158022.90503993793	-70226.65851300955	-0.35412925595784595	-0.0040993142864338	0.7850574389603884	0.8995088524917794
182000	0.090999	0.875164	437582.0000000004	6.6300119610899955e7	1.3844138477153739e7	5.245598113374624e7	473752.3338715732	-36170.33387158252	1.8996311127769116e7	-21067.9975539029	1.896119779851261e7	-0.015000000000043201	-35914.29660010344	1.896119779851261e7	-0.015000000000043201	177177.1965598933	70226.65851300955	0.37398696300232526	-0.0006846558928815627	1.1494033888907207	0.901765756609899
183000	0.091499	0.874596	437298.0000000004	6.6737417610899955e7	1.3829145586440826e7	5.290827202445915e7	452290.89071291685	-14992.890712913126	1.9066537786282126e7	-24579.330479553388	1.9031424457025625e7	-0.016999999999995907	-40702.8694799902	1.9031424457025625e7	-0.016999999999995907	-4788.572879886764	70226.65851301327	-0.01058737413954733	-0.0007693101271796124	0.800995058812838	0.9009043096769255
184000	0.091999	0.873834	436917.00000000035	6.717433461089996e7	1.3784713259510979e7	5.3389621351389e7	481349.3269298449	-44432.32692984678	1.9031424457025625e7	0.0	1.9031424457025625e7	0.0019999999999527063	4788.572879886765	1.9031424457025625e7	0.0019999999999527063	45491.442359876964	0.0	0.09450816655345026	8.969108150009729e-5	1.00220030520617	0.9018175725552625
185000	0.092499	0.872939	436469.50000000035	6.761080411089996e7	1.373499651616359e7	5.387580759473639e7	486186.2433473915	-49716.74334738962	1.8926084469256107e7	35113.32925650484	1.896119779851261e7	0.029999999999972715	71828.59319993466	1.896119779851261e7	0.029999999999972715	67040.0203200479	-70226.65851301327	0.13788958704071402	0.0013332253641605224	1.1800748924586808	0.9043286231935266
186000	0.092999	0.872819	436409.5000000004	6.804721361089996e7	1.3718427009321248e7	5.432878660157873e7	452979.00684233755	-16569.506842341274	1.9031424457025625e7	-49158.660959106775	1.896119779851261e7	-0.038000000000010914	-90982.88472002612	1.896119779851261e7	-0.038000000000010914	-162811.4779199608	0.0	-0.3594238926322439	-0.001674671760796923	0.603997134408622	0.9018245389313297
187000	0.093499	0.874385	437192.50000000035	6.848440611089996e7	1.375402397602861e7	5.473038213487137e7	401595.5332926437	35596.96670736186	1.8996311127769116e7	31601.996330854352	1.8996311127769116e7	0.025999999999953616	62251.44743988894	1.8996311127769116e7	0.025999999999953616	153234.33215991507	35113.329256504774	0.3815638358912045	0.001137420295851096	1.3827681258067117	0.9053535622766982
188000	0.093999	0.875355	437677.50000000035	6.892208361089996e7	1.3772931892050022e7	5.514915171884996e7	418769.5839785859	18907.91602141224	1.9066537786282126e7	-45647.32803345629	1.8996311127769116e7	-0.036000000000001364	-86194.31184000327	1.8996311127769116e7	-0.036000000000001364	-148445.7592798922	0.0	-0.3544807573404927	-0.0015629308729791774	0.6906703633349265	0.9037233868142294
189000	0.094499	0.876469	438234.5000000004	6.936031811089996e7	1.3805546600245008e7	5.555477151065497e7	405619.791805014	32614.708194985986	1.9066537786282126e7	-7022.665851300968	1.9066537786282126e7	-0.0030000000000427463	-7182.859320102347	1.9066537786282126e7	-0.0030000000000427463	79011.45251990092	70226.65851300955	0.194791906401556	-0.00012929329245328153	1.1020647982132454	0.9051715288875444
190000	0.094999	0.878421	439210.5000000004	6.979952861089996e7	1.386308689232311e7	5.593644171857688e7	381670.2079219073	57540.29207810201	1.9136764444795135e7	3511.332925650484	1.9136764444795135e7	0.0049999999999954525	11971.432199989113	1.9136764444795135e7	0.0049999999999954525	19154.291520091458	70226.65851300955	0.050185451005939075	0.00021401847940594543	1.0169463713722904	0.9059342003421611
191000	0.095499	0.879579	439789.5000000004	7.023931811089996e7	1.3897171789237203e7	5.634214632166278e7	405704.6030859053	34084.896914092824	1.910165111553863e7	28090.66340520387	1.910165111553863e7	0.024999999999977263	59857.16099994556	1.910165111553863e7	0.024999999999977263	47885.72879995645	-35113.329256504774	0.11803102167371012	0.0010623869502275475	1.2885941004365737	0.9086896310990651
